source,t_start,t_end,arp_rate,arp_req_reply_ratio,mac_entropy,unique_src_macs,unique_dst_macs,frame_len_mean,frame_len_std,frame_len_min,frame_len_max,broadcast_ratio,total_packets,label
victima1,1781423584.231233,1781423584.2352,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.238504,1781423584.243198,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.243212,1781423584.253087,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.253136,1781423584.256318,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.256331,1781423584.266937,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.266954,1781423584.271718,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.271754,1781423584.280097,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.280191,1781423584.285593,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.285605,1781423584.293672,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.293698,1781423584.302594,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.302635,1781423584.307085,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.307098,1781423584.31451,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.314523,1781423584.318514,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.318527,1781423584.326518,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.326529,1781423584.330684,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.3307,1781423584.338071,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.338085,1781423584.342479,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.345961,1781423584.350231,0.0,0.0,3.9120230054281455,50,50,54.0,0.0,54,54,0.0,50,mac_flood
victima1,1781423584.350249,1781423646.507344,0.08,0.99999950000025,1.8309553397429077,16,16,81.2,22.599115026920856,42,98,0.0,50,normal
victima1,1781423647.18704,1781423659.187281,0.0,0.0,0.6931471805599453,2,2,98.0,0.0,98,98,0.0,50,normal
victima1,1781423659.506839,1781423671.508468,0.0,0.0,0.6931471805599453,2,2,98.0,0.0,98,98,0.0,50,normal
victima1,1781423672.187904,1781423684.188473,0.0,0.0,0.6931471805599453,2,2,98.0,0.0,98,98,0.0,50,normal
victima1,1781423684.508016,1781423695.509667,0.08,0.99999950000025,0.6931471805599453,2,2,93.52,15.1924191622006,42,98,0.0,50,normal
victima1,1781423696.189147,1781423775.769252,0.08,0.99999950000025,0.9686871446034316,3,4,64.96,19.012585305528546,42,98,0.01999999960000001,50,normal
victima1,1781423776.16958,1781423785.781215,0.0,0.0,0.6931471805599453,2,2,56.0,2.0,54,58,0.0,50,port_scan
victima1,1781423786.181604,1781423795.392717,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423795.793302,1781423805.404648,0.0,0.0,0.6931471805599453,2,2,56.0,2.0,54,58,0.0,50,port_scan
victima1,1781423805.805012,1781423815.017435,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423815.417756,1781423824.631941,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423825.032389,1781423834.643684,0.0,0.0,0.6931471805599453,2,2,56.0,2.0,54,58,0.0,50,port_scan
victima1,1781423835.044024,1781423844.254179,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423844.654518,1781423853.86525,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423854.265551,1781423863.877094,0.0,0.0,0.6931471805599453,2,2,56.0,2.0,54,58,0.0,50,port_scan
victima1,1781423864.277304,1781423873.487653,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423873.888025,1781423883.321244,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423883.499199,1781423892.709969,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
victima1,1781423893.110382,1781423902.721859,0.0,0.0,0.6931471805599453,2,2,56.0,2.0,54,58,0.0,50,port_scan
victima1,1781423903.122226,1781423912.733131,0.0,0.0,0.6931471805599453,2,2,56.0,2.0,54,58,0.0,50,port_scan
victima1,1781423913.133449,1781423921.943572,0.08,0.99999950000025,0.6931471805599453,2,2,54.88,4.255067567031104,42,58,0.0,50,port_scan
victima1,1781423922.343903,1781423931.954955,0.0,0.0,0.6931471805599453,2,2,56.0,2.0,54,58,0.0,50,port_scan
victima1,1781423932.355296,1781423941.565884,0.04,0.9999990000010001,0.6931471805599453,2,2,55.44,3.3714092009128764,42,58,0.0,50,port_scan
